"VMailMessage","DayMins","EveMins","NightMins","IntlMins","CustServCalls","DayCalls","DayCharge","EveCalls","EveCharge","NightCalls","NightCharge","IntlCalls","IntlCharge","AreaCode","Phone","AccountLength","Churn","IntlPlan","VMailPlan","State"
0,131.600,137.000,256.300,10.200,3,89,22.370,109,11.650,107,11.530,5,2.750,"408","396-7091",68,"0",0,0,"NM"
0,197.500,206.900,163.600,11.300,1,114,33.580,119,17.590,109,7.360,4,3.050,"415","383-9355",80,"0",0,0,"VA"
0,207.200,292.500,226.300,8.000,2,121,35.220,104,24.860,103,10.180,1,2.160,"415","416-2825",90,"0",0,0,"WY"
0,147.200,161.900,142.100,7.200,3,115,25.020,123,13.760,103,6.390,6,1.940,"408","401-5169",169,"0",0,0,"OH"
0,238.100,187.200,190.000,11.800,4,65,40.480,98,15.910,115,8.550,4,3.190,"408","334-2577",95,"0",0,0,"AZ"
0,197.200,242.300,192.000,11.000,2,113,33.520,116,20.600,76,8.640,5,2.970,"415","394-4260",92,"0",0,0,"ID"
0,223.300,167.100,203.000,4.500,0,99,37.960,128,14.200,84,9.140,4,1.220,"415","337-7167",143,"1",0,0,"OH"
40,105.200,341.300,165.700,6.300,2,61,17.880,79,29.010,97,7.460,3,1.700,"510","370-9592",181,"0",0,1,"CO"
0,148.500,146.500,289.200,9.900,3,111,25.250,42,12.450,83,13.010,6,2.670,"510","329-9046",74,"0",0,0,"AR"
0,303.900,232.200,147.100,5.800,1,106,51.660,54,19.740,76,6.620,3,1.570,"415","352-5466",42,"1",0,0,"NV"
26,220.500,239.500,254.300,5.900,2,94,37.490,126,20.360,109,11.440,9,1.590,"415","357-4936",142,"0",0,1,"FL"
0,52.200,220.100,112.300,11.400,2,106,8.870,113,18.710,95,5.050,2,3.080,"408","330-4914",106,"0",0,0,"SC"
29,207.200,254.100,169.300,9.500,2,111,35.220,137,21.600,92,7.620,5,2.570,"510","381-9049",82,"0",0,1,"ME"
0,225.900,299.100,251.300,11.200,1,110,38.400,86,25.420,81,11.310,4,3.020,"415","415-5476",201,"1",0,0,"TX"
0,134.900,156.000,197.500,10.200,1,59,22.930,152,13.260,112,8.890,5,2.750,"415","352-7915",89,"0",0,0,"NV"
37,154.600,83.400,165.900,13.300,1,92,26.280,103,7.090,99,7.470,3,3.590,"510","349-6567",64,"0",0,1,"SC"
0,183.600,58.600,202.600,8.700,1,107,31.210,118,4.980,99,9.120,3,2.350,"408","362-8331",50,"0",0,0,"AK"
0,197.600,164.500,94.000,6.400,1,83,33.590,86,13.980,98,4.230,6,1.730,"415","382-2453",80,"0",0,0,"OH"
0,145.600,98.300,230.800,10.900,1,106,24.750,106,8.360,83,10.390,5,2.940,"415","406-7261",99,"0",0,0,"ID"
37,219.900,222.100,118.500,10.000,1,102,37.380,77,18.880,111,5.330,4,2.700,"510","370-2451",144,"0",0,1,"UT"
0,47.800,178.900,152.600,13.300,0,120,8.130,123,15.210,96,6.870,7,3.590,"510","418-5300",47,"1",1,0,"KS"
0,131.800,136.700,308.200,7.700,2,97,22.410,100,11.620,119,13.870,6,2.080,"415","378-9029",125,"0",0,0,"CO"
33,143.000,212.200,104.900,15.300,5,101,24.310,102,18.040,120,4.720,4,4.130,"415","388-9285",77,"1",0,1,"NY"
0,266.000,214.600,306.200,14.200,2,97,45.220,94,18.240,100,13.780,2,3.830,"415","363-8033",112,"1",0,0,"SC"
0,206.500,180.200,220.600,12.200,3,125,35.110,113,15.320,95,9.930,4,3.290,"510","412-7278",103,"0",0,0,"SD"
0,175.600,238.000,198.400,10.200,1,80,29.850,94,20.230,103,8.930,6,2.750,"415","384-6372",109,"0",0,0,"KY"
0,290.400,253.900,263.300,10.100,3,108,49.370,92,21.580,126,11.850,5,2.730,"510","419-5171",71,"1",0,0,"MA"
0,70.900,134.500,168.800,12.000,2,134,12.050,112,11.430,164,7.600,6,3.240,"415","391-7528",103,"0",0,0,"ID"
0,106.100,157.600,192.500,8.100,1,95,18.040,113,13.400,69,8.660,3,2.190,"408","411-5748",125,"0",0,0,"OH"
0,103.000,242.300,170.200,7.900,1,129,17.510,103,20.600,89,7.660,3,2.130,"415","330-5462",108,"0",0,0,"AK"
0,224.900,191.900,229.900,10.300,0,117,38.230,127,16.310,97,10.350,3,2.780,"408","338-6550",111,"0",0,0,"NC"
0,195.400,154.600,142.800,11.600,1,107,33.220,96,13.140,97,6.430,6,3.130,"510","394-9121",153,"0",0,0,"VA"
0,269.700,207.600,214.200,4.500,3,85,45.850,86,17.650,107,9.640,15,1.220,"415","413-4040",101,"1",0,0,"OK"
35,190.800,261.300,209.500,8.900,0,100,32.440,93,22.210,108,9.430,6,2.400,"415","402-3886",66,"0",0,1,"TX"
0,202.100,195.700,291.800,13.300,2,100,34.360,102,16.630,120,13.130,5,3.590,"415","381-2376",114,"0",0,0,"ID"
30,206.200,260.000,291.600,11.400,1,79,35.050,91,22.100,83,13.120,6,3.080,"510","417-6774",114,"0",0,1,"WV"
14,93.600,193.800,144.900,17.500,1,137,15.910,72,16.470,84,6.520,5,4.730,"510","421-1469",148,"0",0,1,"ID"
23,153.600,216.900,161.300,12.600,2,93,26.110,88,18.440,91,7.260,3,3.400,"415","394-9825",159,"0",0,1,"SC"
0,272.100,268.500,213.800,8.500,1,111,46.260,118,22.820,105,9.620,10,2.300,"415","419-1714",113,"1",0,0,"VT"
0,215.500,190.700,214.500,8.600,1,102,36.640,95,16.210,106,9.650,6,2.320,"415","404-7518",67,"0",0,0,"NM"
0,156.500,204.300,141.900,9.900,2,67,26.610,103,17.370,72,6.390,2,2.670,"408","348-5038",102,"0",0,0,"VA"
0,144.300,156.400,214.700,7.800,3,116,24.530,74,13.290,90,9.660,10,2.110,"510","344-6258",88,"0",0,0,"NJ"
39,218.500,112.700,205.100,7.300,1,76,37.150,94,9.580,121,9.230,4,1.970,"415","394-8086",161,"0",0,1,"MN"
0,128.800,208.700,202.100,14.000,1,80,21.900,93,17.740,103,9.090,7,3.780,"408","339-6446",34,"0",0,0,"WY"
0,118.100,144.300,225.100,8.200,1,90,20.080,77,12.270,86,10.130,6,2.210,"408","374-1551",80,"0",0,0,"CT"
0,154.600,184.200,217.400,12.600,2,112,26.280,105,15.660,102,9.780,5,3.400,"415","392-3315",118,"0",0,0,"VA"
34,142.300,194.800,239.300,16.000,1,73,24.190,79,16.560,81,10.770,6,4.320,"408","372-8048",128,"0",0,1,"SD"
0,214.700,158.600,123.400,9.400,2,68,36.500,138,13.480,114,5.550,4,2.540,"408","389-4780",52,"0",0,0,"OK"
50,208.800,132.900,136.700,11.100,2,130,35.500,104,11.300,107,6.150,4,3.000,"415","359-7255",134,"0",0,1,"OR"
22,175.900,211.700,174.500,7.300,2,70,29.900,105,17.990,81,7.850,5,1.970,"415","369-6204",168,"0",0,1,"SD"
23,120.500,227.800,158.500,10.200,1,104,20.490,115,19.360,100,7.130,3,2.750,"408","386-8690",125,"0",0,1,"CO"
0,238.900,187.200,181.100,11.800,2,107,40.610,88,15.910,84,8.150,3,3.190,"415","389-6082",58,"0",0,0,"AR"
0,150.800,295.900,247.200,12.500,1,85,25.640,88,25.150,104,11.120,1,3.380,"408","389-4602",86,"0",0,0,"AK"
0,224.200,243.300,147.800,12.000,3,81,38.110,90,20.680,66,6.650,8,3.240,"510","329-9689",102,"0",1,0,"MS"
0,173.900,287.400,204.800,9.100,1,111,29.560,105,24.430,91,9.220,7,2.460,"415","359-9369",96,"0",0,0,"MA"
0,150.100,200.100,266.700,11.000,2,120,25.520,85,17.010,105,12.000,3,2.970,"510","366-9211",113,"0",0,0,"NM"
0,209.200,0.000,175.400,11.800,1,134,35.560,0,0.000,94,7.890,6,3.190,"415","418-3181",97,"0",0,0,"UT"
0,211.200,231.100,220.900,6.300,2,119,35.900,120,19.640,80,9.940,9,1.700,"408","389-7012",130,"0",0,0,"VA"
31,143.100,236.600,227.800,11.400,2,88,24.330,65,20.110,120,10.250,5,3.080,"415","407-2248",136,"0",0,1,"OH"
35,175.400,190.000,138.700,10.500,2,88,29.820,65,16.150,94,6.240,3,2.840,"415","398-1332",178,"0",0,1,"NM"
31,183.400,195.500,180.100,10.500,1,126,31.180,106,16.620,93,8.100,5,2.840,"510","341-4103",96,"0",0,1,"CA"
0,236.900,197.700,309.100,11.400,2,93,40.270,113,16.800,78,13.910,7,3.080,"415","366-2273",85,"1",0,0,"NJ"
0,160.100,213.300,174.100,13.000,0,110,27.220,72,18.130,72,7.830,4,3.510,"415","370-3450",73,"0",0,0,"MT"
0,207.200,256.000,211.000,9.900,1,113,35.220,80,21.760,87,9.490,1,2.670,"510","359-7648",113,"0",0,0,"VT"
0,154.700,177.800,172.900,5.900,4,84,26.300,125,15.110,90,7.780,2,1.590,"408","415-3537",161,"1",0,0,"WI"
0,155.500,213.400,237.900,7.600,1,101,26.440,89,18.140,61,10.710,11,2.050,"408","393-5284",143,"0",0,0,"NV"
0,179.900,170.000,190.600,13.800,1,72,30.580,98,14.450,89,8.580,2,3.730,"408","410-7611",120,"1",1,0,"TN"
26,91.700,150.600,63.300,7.700,1,104,15.590,119,12.800,103,2.850,5,2.080,"510","375-8934",45,"0",0,1,"MI"
0,142.400,126.200,274.200,4.600,1,126,24.210,118,10.730,71,12.340,4,1.240,"408","421-5994",90,"0",0,0,"MN"
0,167.100,177.500,249.400,14.100,2,86,28.410,87,15.090,132,11.220,7,3.810,"408","390-2390",117,"1",1,0,"VT"
0,274.400,198.600,160.800,6.000,1,120,46.650,82,16.880,62,7.240,3,1.620,"510","383-2566",106,"0",0,0,"ID"
32,70.900,166.700,244.900,11.100,3,163,12.050,121,14.170,105,11.020,5,3.000,"415","392-2381",86,"0",0,1,"AZ"
0,185.100,233.000,152.200,9.100,0,126,31.470,98,19.810,106,6.850,7,2.460,"415","364-5362",141,"0",0,0,"MD"
32,218.700,115.000,192.700,9.400,2,117,37.180,61,9.780,85,8.670,5,2.540,"510","338-7709",93,"0",0,1,"VT"
0,289.100,233.800,223.500,12.700,2,100,49.150,97,19.870,148,10.060,2,3.430,"415","367-5226",84,"1",0,0,"WA"
28,175.800,253.600,128.500,11.400,1,126,29.890,76,21.560,72,5.780,5,3.080,"415","334-9163",166,"0",1,1,"KS"
0,141.300,154.300,210.600,8.200,1,72,24.020,95,13.120,91,9.480,5,2.210,"510","353-7730",86,"0",0,0,"NV"
37,153.500,241.900,244.700,10.600,1,78,26.100,108,20.560,110,11.010,3,2.860,"415","420-7066",103,"0",0,1,"CO"
24,205.500,219.300,215.900,14.000,1,114,34.940,99,18.640,95,9.720,4,3.780,"510","377-1479",111,"0",0,1,"CO"
0,17.600,161.700,203.100,10.600,1,121,2.990,125,13.740,82,9.140,6,2.860,"408","333-7449",148,"0",0,0,"NH"
19,155.700,185.400,192.700,8.200,3,104,26.470,118,15.760,116,8.670,2,2.210,"408","338-7527",116,"0",0,1,"NC"
0,136.200,165.100,137.900,9.600,0,114,23.150,118,14.030,71,6.210,5,2.590,"408","333-2964",94,"0",0,0,"AR"
0,273.600,114.600,250.600,8.200,1,93,46.510,116,9.740,120,11.280,4,2.210,"408","347-7898",18,"0",0,0,"MD"
28,283.100,185.400,312.800,6.100,1,93,48.130,98,15.760,78,14.080,8,1.650,"408","410-7553",97,"0",0,1,"NH"
0,229.800,147.900,241.400,9.600,3,90,39.070,121,12.570,108,10.860,7,2.590,"408","403-4298",157,"0",0,0,"UT"
0,169.900,209.400,206.100,11.500,1,107,28.880,121,17.800,79,9.270,2,3.110,"408","415-5008",132,"0",0,0,"NM"
31,171.200,193.600,196.500,10.200,1,104,29.100,74,16.460,85,8.840,4,2.750,"415","372-2990",183,"0",0,1,"SD"
0,139.000,132.900,272.000,12.100,0,110,23.630,93,11.300,120,12.240,1,3.270,"408","390-1760",139,"0",0,0,"DE"
40,141.700,268.300,241.300,8.500,0,87,24.090,89,22.810,68,10.860,7,2.300,"408","329-6192",66,"0",0,1,"CO"
40,236.500,117.000,221.100,8.100,2,111,40.210,110,9.950,115,9.950,3,2.190,"415","395-7857",105,"0",0,1,"UT"
0,197.700,250.500,181.200,10.500,3,68,33.610,53,21.290,67,8.150,3,2.840,"408","375-6911",96,"0",0,0,"NV"
0,144.400,264.600,185.400,9.900,1,88,24.550,105,22.490,94,8.340,3,2.670,"408","405-9573",85,"0",0,0,"PA"
18,146.800,310.000,178.700,7.200,0,107,24.960,84,26.350,130,8.040,7,1.940,"408","422-4956",53,"0",0,1,"RI"
0,141.100,249.100,136.000,10.800,2,92,23.990,126,21.170,73,6.120,2,2.920,"415","382-4024",89,"0",0,0,"LA"
34,192.300,129.300,136.300,6.300,1,114,32.690,114,10.990,102,6.130,12,1.700,"408","389-8163",110,"0",0,1,"NV"
0,239.900,174.800,209.500,9.800,0,84,40.780,106,14.860,93,9.430,2,2.650,"408","417-4404",117,"0",0,0,"AZ"
0,137.100,210.800,191.400,11.100,1,102,23.310,114,17.920,120,8.610,4,3.000,"415","409-4462",73,"0",0,0,"IA"
0,58.200,138.700,136.800,11.900,5,94,9.890,118,11.790,91,6.160,1,3.210,"415","372-3750",126,"1",0,0,"AK"
31,218.500,134.200,118.900,9.400,0,130,37.150,103,11.410,105,5.350,6,2.540,"415","386-1631",153,"0",0,1,"ND"
33,241.700,165.800,160.600,11.300,1,84,41.090,84,14.090,80,7.230,3,3.050,"408","347-9995",148,"0",0,1,"ME"
0,173.000,190.400,290.000,10.400,0,131,29.410,108,16.180,66,13.050,2,2.810,"415","341-7412",93,"0",0,0,"MA"
0,276.200,165.800,151.600,2.200,3,95,46.950,119,14.090,79,6.820,4,0.590,"415","333-7961",157,"0",0,0,"HI"
0,166.600,192.400,167.900,7.700,1,84,28.320,91,16.350,115,7.560,6,2.080,"510","379-2508",103,"0",0,0,"NC"
27,204.700,209.400,212.900,7.000,2,118,34.800,91,17.800,67,9.580,2,1.890,"415","386-5684",116,"0",0,1,"OH"
0,166.200,217.600,220.200,13.200,4,102,28.250,112,18.500,68,9.910,2,3.560,"408","346-1095",81,"0",0,0,"MI"
0,150.200,185.700,212.500,12.100,1,70,25.530,98,15.780,128,9.560,2,3.270,"408","385-9657",59,"0",0,0,"AZ"
0,176.900,102.800,213.700,10.500,4,128,30.070,56,8.740,84,9.620,2,2.840,"510","332-5084",111,"1",0,0,"NJ"
25,234.400,265.900,241.400,13.700,0,113,39.850,82,22.600,77,10.860,4,3.700,"415","400-4344",74,"0",0,1,"TN"
0,87.600,262.000,184.600,9.200,1,76,14.890,111,22.270,125,8.310,5,2.480,"408","348-7409",66,"0",0,0,"OR"
0,264.900,281.200,166.100,8.400,1,80,45.030,66,23.900,80,7.470,4,2.270,"408","337-4600",25,"1",0,0,"AL"
21,197.900,165.600,208.000,10.100,0,99,33.640,100,14.080,120,9.360,9,2.730,"408","398-3004",86,"0",0,1,"HI"
0,118.400,249.300,227.000,13.600,5,126,20.130,97,21.190,56,10.220,3,3.670,"415","362-5899",117,"1",0,0,"IN"
0,144.100,249.800,211.400,13.600,1,115,24.500,68,21.230,82,9.510,3,3.670,"510","414-2663",135,"0",0,0,"KY"
0,156.200,193.000,222.700,13.100,1,93,26.550,54,16.410,94,10.020,5,3.540,"415","338-3781",104,"0",0,0,"NY"
33,270.700,200.700,201.700,10.900,3,53,46.020,116,17.060,102,9.080,3,2.940,"415","349-5617",61,"0",0,1,"MI"
0,197.900,168.100,239.800,12.000,1,84,33.640,113,14.290,145,10.790,6,3.240,"408","408-6266",116,"0",0,0,"MN"
20,207.700,199.700,216.500,7.300,1,91,35.310,113,16.970,110,9.740,1,1.970,"415","387-6912",55,"0",0,1,"MI"
0,256.000,187.400,119.100,11.500,3,111,43.520,61,15.930,81,5.360,4,3.110,"415","348-3338",160,"0",0,0,"MD"
0,179.100,196.600,186.700,10.200,1,123,30.450,132,16.710,116,8.400,10,2.750,"408","384-1549",100,"0",0,0,"UT"
43,177.900,175.100,161.300,11.500,1,117,30.240,70,14.880,117,7.260,4,3.110,"510","395-2579",120,"0",0,1,"NH"
0,175.500,132.300,242.900,11.800,1,103,29.840,120,11.250,96,10.930,3,3.190,"415","422-9964",72,"0",0,0,"NJ"
0,171.500,160.000,212.400,5.000,1,99,29.160,103,13.600,102,9.560,2,1.350,"510","361-6563",224,"1",1,0,"DE"
0,260.000,210.500,234.700,9.000,1,123,44.200,127,17.890,70,10.560,3,2.430,"415","370-2688",61,"1",0,0,"MD"
0,124.400,320.900,157.200,10.400,2,74,21.150,78,27.280,126,7.070,4,2.810,"415","387-6065",147,"0",0,0,"CT"
0,164.900,210.400,229.400,7.800,2,68,28.030,86,17.880,104,10.320,4,2.110,"415","337-9710",93,"0",0,0,"UT"
28,143.500,223.500,175.400,11.200,0,106,24.400,147,19.000,69,7.890,5,3.020,"408","353-6218",87,"0",0,1,"HI"
0,231.000,230.400,261.400,9.500,1,115,39.270,140,19.580,120,11.760,3,2.570,"415","390-6101",78,"0",0,0,"NJ"
0,185.700,235.100,256.400,16.900,0,133,31.570,149,19.980,78,11.540,6,4.560,"415","412-3404",120,"0",0,0,"TN"
0,184.500,172.000,183.400,13.700,3,81,31.370,103,14.620,96,8.250,3,3.700,"510","363-3818",87,"0",0,0,"SD"
0,49.200,143.900,203.000,12.100,1,121,8.360,136,12.230,97,9.140,13,3.270,"408","363-3763",162,"0",0,0,"CT"
25,173.000,245.800,300.000,4.800,0,91,29.410,64,20.890,99,13.500,3,1.300,"408","414-1246",127,"0",0,1,"VA"
0,230.200,220.400,204.700,10.700,4,113,39.130,79,18.730,111,9.210,7,2.890,"415","346-8581",137,"0",0,0,"KS"
37,258.600,222.000,326.400,11.200,0,84,43.960,111,18.870,97,14.690,5,3.020,"415","330-8173",141,"0",1,1,"WV"
0,157.500,130.700,193.400,9.600,3,70,26.780,79,11.110,98,8.700,4,2.590,"510","410-7383",124,"0",0,0,"MN"
31,125.900,196.400,252.700,10.300,1,101,21.400,102,16.690,75,11.370,4,2.780,"415","343-2392",70,"0",0,1,"ND"
27,201.300,143.800,150.200,12.300,1,101,34.220,89,12.220,127,6.760,3,3.320,"415","402-3599",64,"0",0,1,"DE"
0,109.600,137.600,159.700,11.000,2,88,18.630,108,11.700,121,7.190,5,2.970,"415","399-4413",90,"0",0,0,"TX"
0,146.400,148.500,216.700,11.300,1,74,24.890,92,12.620,96,9.750,3,3.050,"415","334-6142",13,"0",0,0,"WV"
44,152.000,274.900,162.400,10.000,2,95,25.840,73,23.370,121,7.310,1,2.700,"415","404-3105",92,"0",0,1,"NV"
0,126.300,166.800,187.800,9.400,3,102,21.470,85,14.180,135,8.450,2,2.540,"408","372-9976",98,"0",0,0,"GA"
0,254.800,143.400,153.900,15.000,2,85,43.320,80,12.190,102,6.930,7,4.050,"415","355-9541",73,"0",0,0,"DE"
0,205.900,277.400,202.000,11.000,0,97,35.000,117,23.580,139,9.090,2,2.970,"415","366-8939",60,"1",1,0,"WA"
41,173.100,203.900,122.200,14.600,0,85,29.430,107,17.330,78,5.500,15,3.940,"408","383-6029",135,"1",1,1,"MD"
27,241.700,142.000,288.900,9.400,1,87,41.090,101,12.070,68,13.000,4,2.540,"510","403-7627",35,"0",0,1,"WI"
0,242.500,102.800,142.400,9.300,2,101,41.230,114,8.740,89,6.410,2,2.510,"415","392-5587",130,"0",0,0,"AK"
0,136.200,220.900,196.900,13.300,3,92,23.150,110,18.780,116,8.860,7,3.590,"415","411-5334",101,"0",0,0,"VT"
26,236.800,263.400,181.100,11.200,1,61,40.260,97,22.390,91,8.150,8,3.020,"415","419-3612",51,"0",0,1,"MT"
0,240.000,141.000,128.900,7.100,1,88,40.800,117,11.990,137,5.800,9,1.920,"415","407-2718",48,"0",0,0,"MI"
19,210.300,241.800,215.700,13.100,4,90,35.750,87,20.550,102,9.710,3,3.540,"415","341-1916",75,"0",0,1,"CA"
0,149.700,182.200,261.500,9.700,0,119,25.450,115,15.490,126,11.770,8,2.620,"415","332-6934",78,"0",0,0,"TN"
37,220.000,217.300,152.800,14.700,3,80,37.400,102,18.470,71,6.880,6,3.970,"415","362-1407",72,"0",0,1,"GA"
0,141.100,147.200,254.700,8.000,2,91,23.990,100,12.510,75,11.460,7,2.160,"415","370-4395",137,"0",0,0,"AZ"
29,162.300,279.300,192.700,11.700,3,91,27.590,79,23.740,131,8.670,2,3.160,"510","414-7090",116,"1",1,1,"ID"
0,267.800,316.400,208.600,14.400,5,145,45.530,121,26.890,91,9.390,11,3.890,"415","402-3892",118,"1",0,0,"AR"
0,210.500,204.500,127.800,8.500,1,102,35.790,83,17.380,53,5.750,5,2.300,"510","353-3351",54,"0",0,0,"NH"
0,167.300,198.500,133.100,11.000,1,119,28.440,119,16.870,88,5.990,6,2.970,"510","417-1272",87,"0",1,0,"NM"
0,246.200,202.400,180.100,9.400,1,102,41.850,134,17.200,95,8.100,5,2.540,"510","402-9558",108,"0",0,0,"ME"
0,213.500,166.600,122.000,14.100,3,93,36.300,114,14.160,78,5.490,3,3.810,"510","407-6391",64,"0",0,0,"OR"
0,143.300,180.500,184.200,10.100,1,134,24.360,113,15.340,87,8.290,4,2.730,"415","366-7616",180,"0",0,0,"RI"
29,111.100,217.900,248.100,6.600,2,105,18.890,101,18.520,108,11.160,3,1.780,"510","347-6393",98,"0",0,1,"OH"
0,187.400,177.800,233.400,12.200,1,97,31.860,89,15.110,97,10.500,6,3.290,"408","405-9496",118,"0",0,0,"LA"
32,174.600,310.600,234.700,9.000,1,107,29.680,115,26.400,92,10.560,4,2.430,"415","336-7357",74,"0",0,1,"KS"
20,165.700,215.600,243.300,9.800,0,78,28.170,94,18.330,91,10.950,6,2.650,"408","406-4840",95,"0",0,1,"SD"
0,232.500,205.500,213.700,11.900,0,96,39.530,120,17.470,91,9.620,2,3.210,"415","336-5920",122,"0",0,0,"AL"
0,206.200,176.400,297.100,11.000,1,113,35.050,102,14.990,119,13.370,7,2.970,"415","374-6525",115,"0",0,0,"TN"
0,201.900,226.800,217.500,13.700,3,74,34.320,119,19.280,80,9.790,6,3.700,"415","349-9566",92,"0",0,0,"FL"
0,220.700,177.800,206.100,12.400,1,106,37.520,118,15.110,102,9.270,9,3.350,"415","385-1830",166,"0",0,0,"ID"
0,187.000,134.600,242.200,7.400,2,133,31.790,74,11.440,127,10.900,5,2.000,"408","364-1995",142,"0",0,0,"DE"
0,54.700,256.100,176.600,11.100,1,131,9.300,105,21.770,135,7.950,4,3.000,"415","347-5113",129,"0",0,0,"NC"
0,205.700,214.500,226.100,6.700,1,123,34.970,108,18.230,106,10.170,18,1.810,"408","363-3515",79,"0",0,0,"ND"
0,266.100,182.000,206.500,10.300,1,120,45.240,92,15.470,103,9.290,4,2.780,"415","395-7435",86,"0",1,0,"IL"
26,74.300,177.300,296.300,14.500,2,107,12.630,116,15.070,90,13.330,3,3.920,"415","335-3913",186,"0",0,1,"MN"
0,190.600,161.700,189.900,13.000,1,100,32.400,104,13.740,136,8.550,6,3.510,"415","344-5973",33,"0",1,0,"OR"
21,117.900,164.500,217.000,9.800,1,131,20.040,115,13.980,86,9.760,3,2.650,"510","383-4361",93,"0",0,1,"NM"
28,92.700,127.800,225.600,9.900,3,107,15.760,86,10.860,86,10.150,4,2.670,"415","396-1106",94,"0",0,1,"WV"
0,151.000,131.400,186.600,9.900,0,102,25.670,101,11.170,86,8.400,7,2.670,"415","392-9342",34,"0",0,0,"VA"
0,114.800,192.600,259.000,12.200,0,98,19.520,101,16.370,108,11.660,5,3.290,"510","400-1899",159,"0",0,0,"OR"
0,209.900,121.900,253.700,9.600,1,105,35.680,105,10.360,104,11.420,4,2.590,"415","393-9985",41,"0",0,0,"NY"
43,29.900,129.100,325.900,8.600,2,123,5.080,117,10.970,105,14.670,6,2.320,"408","359-5091",36,"0",0,1,"SC"
0,161.900,230.100,148.800,10.200,3,100,27.520,138,19.560,78,6.700,11,2.750,"415","336-2322",16,"0",0,0,"AL"
28,200.600,164.100,169.600,2.500,1,96,34.100,111,13.950,153,7.630,5,0.680,"510","419-9509",75,"0",0,1,"DE"
0,171.200,243.500,178.200,13.000,2,103,29.100,121,20.700,92,8.020,3,3.510,"415","347-5063",160,"0",0,0,"MO"
0,227.400,182.500,191.700,12.500,0,88,38.660,100,15.510,134,8.630,3,3.380,"510","391-6607",30,"0",0,0,"MI"
34,232.600,153.200,286.700,4.700,3,121,39.540,115,13.020,77,12.900,3,1.270,"510","405-7204",82,"0",0,1,"ID"
0,172.400,230.500,228.200,11.000,0,132,29.310,100,19.590,109,10.270,5,2.970,"415","336-6907",62,"0",0,0,"WY"
0,157.100,213.100,280.400,7.600,2,95,26.710,36,18.110,77,12.620,3,2.050,"408","384-3389",74,"0",0,0,"CT"
28,121.000,270.400,160.500,7.700,2,105,20.570,100,22.980,76,7.220,4,2.080,"415","381-9196",103,"0",0,1,"GA"
0,213.900,239.800,148.700,9.800,2,88,36.360,119,20.380,71,6.690,14,2.650,"415","331-3202",33,"0",0,0,"WY"
21,192.000,239.100,116.100,15.100,1,97,32.640,81,20.320,125,5.220,3,4.080,"415","408-1486",201,"0",0,1,"TX"
0,157.400,145.000,281.800,9.300,1,122,26.760,75,12.330,92,12.680,2,2.510,"415","397-7411",29,"0",0,0,"WA"
0,273.800,289.700,269.100,5.800,2,97,46.550,106,24.620,126,12.110,3,1.570,"415","358-2490",105,"1",0,0,"FL"
0,205.100,160.500,149.500,10.700,3,86,34.870,95,13.640,142,6.730,2,2.890,"415","340-3011",53,"0",0,0,"PA"
17,214.700,138.500,169.100,8.600,1,97,36.500,90,11.770,44,7.610,4,2.320,"408","396-8265",151,"0",0,1,"KY"
0,187.900,157.600,227.300,7.500,1,116,31.940,117,13.400,86,10.230,6,2.030,"408","336-7600",65,"0",0,0,"OH"
0,295.000,223.600,229.400,12.900,2,141,50.150,101,19.010,109,10.320,4,3.480,"510","373-7974",133,"1",0,0,"MD"
